source_path,source_folder,predicted_label,confidence,evidence,detected_title,decision,reason,qwen_took_ms,qwen_elapsed_s,qwen_raw_text
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/15a12f92e5f16cc480d4275b8fe6456e_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确显示为锦州港货物出港计划通知单。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3412,3.424,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确显示为锦州港货物出港计划通知单。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/1af3ac70c58ad139d893a94c04127e46_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确显示为锦州港货物出港计划通知单。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3080,3.083,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确显示为锦州港货物出港计划通知单。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/55db979ab1ad171a979cee5287ab4ace_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确显示为锦州港货物出港计划通知单。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3132,3.135,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确显示为锦州港货物出港计划通知单。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/5fa4f016d53f29f555a90899d2aaabf1_decoded.jpg,出港计划通知单,出港计划通知单,1.0,文档标题明确标注为“锦州港货物出港计划通知单”。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3129,3.132,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""文档标题明确标注为“锦州港货物出港计划通知单”。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/68ca575e5cc8ad7cb0767303ccf682ec_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确显示为锦州港货物出港计划通知单。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3077,3.08,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确显示为锦州港货物出港计划通知单。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/6d1d1d603a8b6bc58bbc5aad02198b7d_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确显示为锦州港货物出港计划通知单。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3078,3.081,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确显示为锦州港货物出港计划通知单。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/880816f9b287e4a9a2e07616b98fd164_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确显示为货物出港计划通知单。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3013,3.015,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确显示为货物出港计划通知单。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/96accaddb65b00cf2fb0eaa997a45025_decoded.jpg,出港计划通知单,出港计划通知单,1.0,文档标题明确标注为“锦州港货物出港计划通知单”。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3128,3.131,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""文档标题明确标注为“锦州港货物出港计划通知单”。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/9d6be0cfd4d90573a259a46d060b3a60_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确显示为锦州港货物出港计划通知单。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3133,3.136,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确显示为锦州港货物出港计划通知单。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/b40b92442c168ea4880c02bf7ecdd78c_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确为货物出港计划通知单，内容包含发货单位、货物名称、运输方式及详细的计划进度。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3275,3.278,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确为货物出港计划通知单，内容包含发货单位、货物名称、运输方式及详细的计划进度。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/b668f509974db77687e05bcef37378b2_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确显示为货物出港计划通知单。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3013,3.016,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确显示为货物出港计划通知单。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/bac271975ad811146e192075045a958d_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确显示为锦州港货物出港计划通知单。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3078,3.081,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确显示为锦州港货物出港计划通知单。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/c09786df5ed797a65ac9046dfe981387_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确显示为锦州港货物出港计划通知单，内容包含发货单位、货物名称、计划时间等信息。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3354,3.357,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确显示为锦州港货物出港计划通知单，内容包含发货单位、货物名称、计划时间等信息。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/cc4a48932d87166ba43533e99da88425_decoded.jpg,出港计划通知单,出港计划通知单,1.0,标题明确显示为货物出港计划通知单。,锦州港货物出港计划通知单,auto,match_and_high_confidence,3089,3.093,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物出港计划通知单"",
  ""evidence"": ""标题明确显示为货物出港计划通知单。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/出港计划通知单/d49158d27f8e27e66866dcd4c06ea6b3_decoded.jpg,出港计划通知单,出港计划通知单,1.0,文档标题明确标注为“出港计划通知单”。,锦州港货物 出港计划通知单,auto,match_and_high_confidence,3057,3.06,"{
  ""category"": ""出港计划通知单"",
  ""confidence"": 1.0,
  ""detected_title"": ""锦州港货物 出港计划通知单"",
  ""evidence"": ""文档标题明确标注为“出港计划通知单”。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/003423d9c8bb58182b6af1f976774f3f_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含编号和手写数字列表的表格，看起来是某种作业记录。,检装单,review,label_mismatch,3064,3.067,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检装单"",
  ""evidence"": ""这是一张包含编号和手写数字列表的表格，看起来是某种作业记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/03f78b047f4cf5cc0ca8f9ab7bd2c752_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含日期、车号、原件号等信息的表格类手写记录。,锦州港接车入库理货单,review,label_mismatch,3174,3.179,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""锦州港接车入库理货单"",
  ""evidence"": ""这是一张包含日期、车号、原件号等信息的表格类手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/0972ea7baa8b537a5ceb8a6d92db226f_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含序号、车号、重量、到站等信息的表格类手写记录。,检车清单,review,label_mismatch,3085,3.089,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含序号、车号、重量、到站等信息的表格类手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/09a9972569bf7824997de3613cc50c26_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含编号、数量或代码等信息的表格类手写记录。,检装单,review,label_mismatch,3035,3.038,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检装单"",
  ""evidence"": ""这是一张包含编号、数量或代码等信息的表格类手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/159157f49ad18f2936fc72839f601da2_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含序号、车皮号、重量、站、备注等列的手写表格记录。,检车清单,review,label_mismatch,3098,3.101,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含序号、车皮号、重量、站、备注等列的手写表格记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/16bc389aea0633bfa0d3b15cf97804e9_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一份包含编号、车号、重量、到站等信息的表格类手写记录。,检车清单,review,label_mismatch,3046,3.049,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一份包含编号、车号、重量、到站等信息的表格类手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/181515e518a49e8c33da7d4078d58a67_decoded.jpg,手写箱号车号表,手写记录,0.9,表格包含序号、车号、重量、重量、站、备注等手写列，属于物流或运输相关的记录表。,,review,label_mismatch,3127,3.131,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": """",
  ""evidence"": ""表格包含序号、车号、重量、重量、站、备注等手写列，属于物流或运输相关的记录表。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/1fad0e596459f4a1be7912be5070234b_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含编号、车号、重量等信息的纯手写表格记录。,检车清单,review,label_mismatch,3048,3.051,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含编号、车号、重量等信息的纯手写表格记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/2334889486d06c1f295f7c34a41c1101_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含日期、发货单位、车号、原发件、原残、工账等手工记录内容的表格。,锦州港接车入库货单,review,label_mismatch,3314,3.317,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""锦州港接车入库货单"",
  ""evidence"": ""这是一张包含日期、发货单位、车号、原发件、原残、工账等手工记录内容的表格。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/234408f7bbb9b22b141cdd787f0101a6_decoded.jpg,手写箱号车号表,手写记录,0.9,表格包含序号、车号、重量、到结等手写数据，属于日常业务记录。,,review,label_mismatch,3034,3.037,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": """",
  ""evidence"": ""表格包含序号、车号、重量、到结等手写数据，属于日常业务记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/2cfcebbef7721577fae21e0709c51d40_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含日期、单位、编号及各项作业数据的纸质手写表格。,锦州港接车入库理货单,review,label_mismatch,3179,3.182,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""锦州港接车入库理货单"",
  ""evidence"": ""这是一张包含日期、单位、编号及各项作业数据的纸质手写表格。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/313180afffa6a704ea046cd4f9fa89ed_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含序号、车皮号、重量、到站等信息的表格，内容为手写记录。,检车清单,review,label_mismatch,3126,3.13,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含序号、车皮号、重量、到站等信息的表格，内容为手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/4a1238c0b37f671127aebc2b4cfe2bf9_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含序号、车号、重量、到站等信息的表格类手写记录。,,review,label_mismatch,3017,3.02,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": """",
  ""evidence"": ""这是一张包含序号、车号、重量、到站等信息的表格类手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/4a6b3da4c275c9a80079eef3bc5b0867_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含序号、车皮号、重量等信息的表格，内容为手写记录。,检车清单,review,label_mismatch,3082,3.085,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含序号、车皮号、重量等信息的表格，内容为手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/4bed5fc866dbcb8a799ede419546483b_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含车号、重量、站点等信息的表格，内容为手写记录。,检车清单,review,label_mismatch,3088,3.091,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含车号、重量、站点等信息的表格，内容为手写记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/57fb223f3a146596dae6470b6016b69c_decoded.jpg,手写箱号车号表,手写箱号车号表,0.85,表格包含序号、车号/箱号等列，内容为手写的一系列数字编号。,,auto,match_and_high_confidence,3127,3.13,"{
  ""category"": ""手写箱号车号表"",
  ""confidence"": 0.85,
  ""detected_title"": """",
  ""evidence"": ""表格包含序号、车号/箱号等列，内容为手写的一系列数字编号。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/58f03b045a5a57e5ba85fa2fe2b727a5_decoded.jpg,手写箱号车号表,请车表,0.95,页面顶部标题为“请车清单”，内容为车辆编号与重量等信息的列表。,请车清单,review,label_mismatch,3090,3.093,"{
  ""category"": ""请车表"",
  ""confidence"": 0.95,
  ""detected_title"": ""请车清单"",
  ""evidence"": ""页面顶部标题为“请车清单”，内容为车辆编号与重量等信息的列表。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/5b47ea2747c6cd8bd0f316e872b7d87e_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含编号、车号、标准、实际等列的手写表格记录。,检车清单,review,label_mismatch,3069,3.072,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含编号、车号、标准、实际等列的手写表格记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/5d9c2f16233a0c30a5929d81979f9ced_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一张包含序号、车皮号、重量、到达、备注等列的手写表格记录。,检车清单,review,label_mismatch,3120,3.124,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一张包含序号、车皮号、重量、到达、备注等列的手写表格记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/5f32874ca8f3f97fe4ef26887af3dde2_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一份包含序号、编号、规格、标准、结论等列的手写表格记录。,检车清单,review,label_mismatch,3076,3.091,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一份包含序号、编号、规格、标准、结论等列的手写表格记录。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/68e901661acb5400d2cd6757454465fb_decoded.jpg,手写箱号车号表,手写记录,0.9,表格内容为手写的数字列表，没有明确的业务标题。,,review,label_mismatch,2914,2.918,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": """",
  ""evidence"": ""表格内容为手写的数字列表，没有明确的业务标题。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/70b3ac62b83913d1aa052f444aa41607_decoded.jpg,手写箱号车号表,手写记录,0.95,这是一份包含序号、车皮号、重量、到站等信息的列式手写记录表。,检车清单,review,label_mismatch,3120,3.123,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.95,
  ""detected_title"": ""检车清单"",
  ""evidence"": ""这是一份包含序号、车皮号、重量、到站等信息的列式手写记录表。""
}"
/Users/qicai21/Desktop/业务群图片_分析结果/手写箱号车号表/7ddf5ae03b9c83895be43d0246d496e1_decoded.jpg,手写箱号车号表,手写记录,0.9,这是一张包含多列手写数字的表格，看起来是某种业务数据的记录。,,review,label_mismatch,2982,2.985,"{
  ""category"": ""手写记录"",
  ""confidence"": 0.9,
  ""detected_title"": """",
  ""evidence"": ""这是一张包含多列手写数字的表格，看起来是某种业务数据的记录。""
}"
